img1,img2,label
data\LFW\lfw-deepfunneled\Naomi_Campbell\Naomi_Campbell_0001.jpg,data\LFW\lfw-deepfunneled\Naomi_Campbell\Naomi_Campbell_0002.jpg,1
data\LFW\lfw-deepfunneled\Naoto_Kan\Naoto_Kan_0002.jpg,data\LFW\lfw-deepfunneled\Naoto_Kan\Naoto_Kan_0003.jpg,1
data\LFW\lfw-deepfunneled\Nasser_al-Kidwa\Nasser_al-Kidwa_0001.jpg,data\LFW\lfw-deepfunneled\Nasser_al-Kidwa\Nasser_al-Kidwa_0002.jpg,1
data\LFW\lfw-deepfunneled\Nastassia_Kinski\Nastassia_Kinski_0001.jpg,data\LFW\lfw-deepfunneled\Nastassia_Kinski\Nastassia_Kinski_0002.jpg,1
data\LFW\lfw-deepfunneled\Natalie_Coughlin\Natalie_Coughlin_0001.jpg,data\LFW\lfw-deepfunneled\Natalie_Coughlin\Natalie_Coughlin_0002.jpg,1
data\LFW\lfw-deepfunneled\Natalie_Coughlin\Natalie_Coughlin_0003.jpg,data\LFW\lfw-deepfunneled\Natalie_Coughlin\Natalie_Coughlin_0005.jpg,1
data\LFW\lfw-deepfunneled\Natalie_Maines\Natalie_Maines_0002.jpg,data\LFW\lfw-deepfunneled\Natalie_Maines\Natalie_Maines_0004.jpg,1
data\LFW\lfw-deepfunneled\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0008.jpg,data\LFW\lfw-deepfunneled\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0010.jpg,1
data\LFW\lfw-deepfunneled\Noah_Wyle\Noah_Wyle_0001.jpg,data\LFW\lfw-deepfunneled\Noah_Wyle\Noah_Wyle_0002.jpg,1
data\LFW\lfw-deepfunneled\Norm_Coleman\Norm_Coleman_0002.jpg,data\LFW\lfw-deepfunneled\Norm_Coleman\Norm_Coleman_0007.jpg,1
data\LFW\lfw-deepfunneled\Orrin_Hatch\Orrin_Hatch_0001.jpg,data\LFW\lfw-deepfunneled\Orrin_Hatch\Orrin_Hatch_0002.jpg,1
data\LFW\lfw-deepfunneled\Osama_bin_Laden\Osama_bin_Laden_0002.jpg,data\LFW\lfw-deepfunneled\Osama_bin_Laden\Osama_bin_Laden_0004.jpg,1
data\LFW\lfw-deepfunneled\Owen_Wilson\Owen_Wilson_0001.jpg,data\LFW\lfw-deepfunneled\Owen_Wilson\Owen_Wilson_0002.jpg,1
data\LFW\lfw-deepfunneled\Ozzy_Osbourne\Ozzy_Osbourne_0001.jpg,data\LFW\lfw-deepfunneled\Ozzy_Osbourne\Ozzy_Osbourne_0002.jpg,1
data\LFW\lfw-deepfunneled\Ozzy_Osbourne\Ozzy_Osbourne_0002.jpg,data\LFW\lfw-deepfunneled\Ozzy_Osbourne\Ozzy_Osbourne_0003.jpg,1
data\LFW\lfw-deepfunneled\Padraig_Harrington\Padraig_Harrington_0001.jpg,data\LFW\lfw-deepfunneled\Padraig_Harrington\Padraig_Harrington_0003.jpg,1
data\LFW\lfw-deepfunneled\Paris_Hilton\Paris_Hilton_0001.jpg,data\LFW\lfw-deepfunneled\Paris_Hilton\Paris_Hilton_0002.jpg,1
data\LFW\lfw-deepfunneled\Patrick_Leahy\Patrick_Leahy_0001.jpg,data\LFW\lfw-deepfunneled\Patrick_Leahy\Patrick_Leahy_0002.jpg,1
data\LFW\lfw-deepfunneled\Patti_Labelle\Patti_Labelle_0001.jpg,data\LFW\lfw-deepfunneled\Patti_Labelle\Patti_Labelle_0002.jpg,1
data\LFW\lfw-deepfunneled\Patti_Labelle\Patti_Labelle_0002.jpg,data\LFW\lfw-deepfunneled\Patti_Labelle\Patti_Labelle_0003.jpg,1
data\LFW\lfw-deepfunneled\Patty_Schnyder\Patty_Schnyder_0001.jpg,data\LFW\lfw-deepfunneled\Patty_Schnyder\Patty_Schnyder_0003.jpg,1
data\LFW\lfw-deepfunneled\Patty_Schnyder\Patty_Schnyder_0001.jpg,data\LFW\lfw-deepfunneled\Patty_Schnyder\Patty_Schnyder_0004.jpg,1
data\LFW\lfw-deepfunneled\Paul-Henri_Mathieu\Paul-Henri_Mathieu_0001.jpg,data\LFW\lfw-deepfunneled\Paul-Henri_Mathieu\Paul-Henri_Mathieu_0002.jpg,1
data\LFW\lfw-deepfunneled\Paul_Burrell\Paul_Burrell_0004.jpg,data\LFW\lfw-deepfunneled\Paul_Burrell\Paul_Burrell_0010.jpg,1
data\LFW\lfw-deepfunneled\Paul_Burrell\Paul_Burrell_0005.jpg,data\LFW\lfw-deepfunneled\Paul_Burrell\Paul_Burrell_0011.jpg,1
data\LFW\lfw-deepfunneled\Paul_Martin\Paul_Martin_0001.jpg,data\LFW\lfw-deepfunneled\Paul_Martin\Paul_Martin_0008.jpg,1
data\LFW\lfw-deepfunneled\Paul_Martin\Paul_Martin_0002.jpg,data\LFW\lfw-deepfunneled\Paul_Martin\Paul_Martin_0004.jpg,1
data\LFW\lfw-deepfunneled\Paul_Martin\Paul_Martin_0003.jpg,data\LFW\lfw-deepfunneled\Paul_Martin\Paul_Martin_0006.jpg,1
data\LFW\lfw-deepfunneled\Paul_Patton\Paul_Patton_0001.jpg,data\LFW\lfw-deepfunneled\Paul_Patton\Paul_Patton_0002.jpg,1
data\LFW\lfw-deepfunneled\Paul_Sarbanes\Paul_Sarbanes_0002.jpg,data\LFW\lfw-deepfunneled\Paul_Sarbanes\Paul_Sarbanes_0003.jpg,1
data\LFW\lfw-deepfunneled\Pedro_Malan\Pedro_Malan_0001.jpg,data\LFW\lfw-deepfunneled\Pedro_Malan\Pedro_Malan_0002.jpg,1
data\LFW\lfw-deepfunneled\Pedro_Malan\Pedro_Malan_0001.jpg,data\LFW\lfw-deepfunneled\Pedro_Malan\Pedro_Malan_0004.jpg,1
data\LFW\lfw-deepfunneled\Pedro_Malan\Pedro_Malan_0002.jpg,data\LFW\lfw-deepfunneled\Pedro_Malan\Pedro_Malan_0003.jpg,1
data\LFW\lfw-deepfunneled\Penelope_Cruz\Penelope_Cruz_0001.jpg,data\LFW\lfw-deepfunneled\Penelope_Cruz\Penelope_Cruz_0002.jpg,1
data\LFW\lfw-deepfunneled\Peter_Greenaway\Peter_Greenaway_0001.jpg,data\LFW\lfw-deepfunneled\Peter_Greenaway\Peter_Greenaway_0002.jpg,1
data\LFW\lfw-deepfunneled\Pierce_Brosnan\Pierce_Brosnan_0004.jpg,data\LFW\lfw-deepfunneled\Pierce_Brosnan\Pierce_Brosnan_0012.jpg,1
data\LFW\lfw-deepfunneled\Pierce_Brosnan\Pierce_Brosnan_0007.jpg,data\LFW\lfw-deepfunneled\Pierce_Brosnan\Pierce_Brosnan_0008.jpg,1
data\LFW\lfw-deepfunneled\Pierre_Boulanger\Pierre_Boulanger_0001.jpg,data\LFW\lfw-deepfunneled\Pierre_Boulanger\Pierre_Boulanger_0002.jpg,1
data\LFW\lfw-deepfunneled\Priscilla_Presley\Priscilla_Presley_0001.jpg,data\LFW\lfw-deepfunneled\Priscilla_Presley\Priscilla_Presley_0002.jpg,1
data\LFW\lfw-deepfunneled\Rachel_Griffiths\Rachel_Griffiths_0001.jpg,data\LFW\lfw-deepfunneled\Rachel_Griffiths\Rachel_Griffiths_0003.jpg,1
data\LFW\lfw-deepfunneled\Rachel_Hunter\Rachel_Hunter_0002.jpg,data\LFW\lfw-deepfunneled\Rachel_Hunter\Rachel_Hunter_0003.jpg,1
data\LFW\lfw-deepfunneled\Ralf_Schumacher\Ralf_Schumacher_0001.jpg,data\LFW\lfw-deepfunneled\Ralf_Schumacher\Ralf_Schumacher_0006.jpg,1
data\LFW\lfw-deepfunneled\Rebecca_Romijn-Stamos\Rebecca_Romijn-Stamos_0002.jpg,data\LFW\lfw-deepfunneled\Rebecca_Romijn-Stamos\Rebecca_Romijn-Stamos_0004.jpg,1
data\LFW\lfw-deepfunneled\Rebecca_Romijn-Stamos\Rebecca_Romijn-Stamos_0003.jpg,data\LFW\lfw-deepfunneled\Rebecca_Romijn-Stamos\Rebecca_Romijn-Stamos_0004.jpg,1
data\LFW\lfw-deepfunneled\Reese_Witherspoon\Reese_Witherspoon_0001.jpg,data\LFW\lfw-deepfunneled\Reese_Witherspoon\Reese_Witherspoon_0002.jpg,1
data\LFW\lfw-deepfunneled\Reese_Witherspoon\Reese_Witherspoon_0001.jpg,data\LFW\lfw-deepfunneled\Reese_Witherspoon\Reese_Witherspoon_0004.jpg,1
data\LFW\lfw-deepfunneled\Ricardo_Maduro\Ricardo_Maduro_0001.jpg,data\LFW\lfw-deepfunneled\Ricardo_Maduro\Ricardo_Maduro_0002.jpg,1
data\LFW\lfw-deepfunneled\Rich_Gannon\Rich_Gannon_0001.jpg,data\LFW\lfw-deepfunneled\Rich_Gannon\Rich_Gannon_0002.jpg,1
data\LFW\lfw-deepfunneled\Richard_Gere\Richard_Gere_0001.jpg,data\LFW\lfw-deepfunneled\Richard_Gere\Richard_Gere_0010.jpg,1
data\LFW\lfw-deepfunneled\Richard_Gere\Richard_Gere_0006.jpg,data\LFW\lfw-deepfunneled\Richard_Gere\Richard_Gere_0010.jpg,1
data\LFW\lfw-deepfunneled\Richard_Norton-Taylor\Richard_Norton-Taylor_0001.jpg,data\LFW\lfw-deepfunneled\Richard_Norton-Taylor\Richard_Norton-Taylor_0002.jpg,1
data\LFW\lfw-deepfunneled\Richard_Shelby\Richard_Shelby_0001.jpg,data\LFW\lfw-deepfunneled\Richard_Shelby\Richard_Shelby_0002.jpg,1
data\LFW\lfw-deepfunneled\Richie_Adubato\Richie_Adubato_0001.jpg,data\LFW\lfw-deepfunneled\Richie_Adubato\Richie_Adubato_0002.jpg,1
data\LFW\lfw-deepfunneled\Rick_Dinse\Rick_Dinse_0001.jpg,data\LFW\lfw-deepfunneled\Rick_Dinse\Rick_Dinse_0003.jpg,1
data\LFW\lfw-deepfunneled\Rick_Perry\Rick_Perry_0001.jpg,data\LFW\lfw-deepfunneled\Rick_Perry\Rick_Perry_0002.jpg,1
data\LFW\lfw-deepfunneled\Rick_Perry\Rick_Perry_0002.jpg,data\LFW\lfw-deepfunneled\Rick_Perry\Rick_Perry_0006.jpg,1
data\LFW\lfw-deepfunneled\Rick_Pitino\Rick_Pitino_0001.jpg,data\LFW\lfw-deepfunneled\Rick_Pitino\Rick_Pitino_0002.jpg,1
data\LFW\lfw-deepfunneled\Rick_Romley\Rick_Romley_0001.jpg,data\LFW\lfw-deepfunneled\Rick_Romley\Rick_Romley_0002.jpg,1
data\LFW\lfw-deepfunneled\Rick_Wagoner\Rick_Wagoner_0001.jpg,data\LFW\lfw-deepfunneled\Rick_Wagoner\Rick_Wagoner_0002.jpg,1
data\LFW\lfw-deepfunneled\Rob_Schneider\Rob_Schneider_0001.jpg,data\LFW\lfw-deepfunneled\Rob_Schneider\Rob_Schneider_0002.jpg,1
data\LFW\lfw-deepfunneled\Robbie_Fowler\Robbie_Fowler_0001.jpg,data\LFW\lfw-deepfunneled\Robbie_Fowler\Robbie_Fowler_0002.jpg,1
data\LFW\lfw-deepfunneled\Robby_Ginepri\Robby_Ginepri_0001.jpg,data\LFW\lfw-deepfunneled\Robby_Ginepri\Robby_Ginepri_0002.jpg,1
data\LFW\lfw-deepfunneled\Robert_Horan\Robert_Horan_0001.jpg,data\LFW\lfw-deepfunneled\Robert_Horan\Robert_Horan_0002.jpg,1
data\LFW\lfw-deepfunneled\Robert_Mueller\Robert_Mueller_0001.jpg,data\LFW\lfw-deepfunneled\Robert_Mueller\Robert_Mueller_0003.jpg,1
data\LFW\lfw-deepfunneled\Robert_Redford\Robert_Redford_0002.jpg,data\LFW\lfw-deepfunneled\Robert_Redford\Robert_Redford_0003.jpg,1
data\LFW\lfw-deepfunneled\Robert_Redford\Robert_Redford_0002.jpg,data\LFW\lfw-deepfunneled\Robert_Redford\Robert_Redford_0005.jpg,1
data\LFW\lfw-deepfunneled\Robert_Redford\Robert_Redford_0004.jpg,data\LFW\lfw-deepfunneled\Robert_Redford\Robert_Redford_0007.jpg,1
data\LFW\lfw-deepfunneled\Robert_Redford\Robert_Redford_0007.jpg,data\LFW\lfw-deepfunneled\Robert_Redford\Robert_Redford_0008.jpg,1
data\LFW\lfw-deepfunneled\Rod_Blagojevich\Rod_Blagojevich_0001.jpg,data\LFW\lfw-deepfunneled\Rod_Blagojevich\Rod_Blagojevich_0002.jpg,1
data\LFW\lfw-deepfunneled\Rod_Stewart\Rod_Stewart_0001.jpg,data\LFW\lfw-deepfunneled\Rod_Stewart\Rod_Stewart_0003.jpg,1
data\LFW\lfw-deepfunneled\Ronaldo_Luis_Nazario_de_Lima\Ronaldo_Luis_Nazario_de_Lima_0001.jpg,data\LFW\lfw-deepfunneled\Ronaldo_Luis_Nazario_de_Lima\Ronaldo_Luis_Nazario_de_Lima_0004.jpg,1
data\LFW\lfw-deepfunneled\Roy_Moore\Roy_Moore_0002.jpg,data\LFW\lfw-deepfunneled\Roy_Moore\Roy_Moore_0003.jpg,1
data\LFW\lfw-deepfunneled\Rupert_Grint\Rupert_Grint_0002.jpg,data\LFW\lfw-deepfunneled\Rupert_Grint\Rupert_Grint_0003.jpg,1
data\LFW\lfw-deepfunneled\Russell_Coutts\Russell_Coutts_0001.jpg,data\LFW\lfw-deepfunneled\Russell_Coutts\Russell_Coutts_0002.jpg,1
data\LFW\lfw-deepfunneled\Russell_Crowe\Russell_Crowe_0001.jpg,data\LFW\lfw-deepfunneled\Russell_Crowe\Russell_Crowe_0002.jpg,1
data\LFW\lfw-deepfunneled\Salma_Hayek\Salma_Hayek_0001.jpg,data\LFW\lfw-deepfunneled\Salma_Hayek\Salma_Hayek_0007.jpg,1
data\LFW\lfw-deepfunneled\Salma_Hayek\Salma_Hayek_0008.jpg,data\LFW\lfw-deepfunneled\Salma_Hayek\Salma_Hayek_0010.jpg,1
data\LFW\lfw-deepfunneled\Sarah_Jessica_Parker\Sarah_Jessica_Parker_0005.jpg,data\LFW\lfw-deepfunneled\Sarah_Jessica_Parker\Sarah_Jessica_Parker_0006.jpg,1
data\LFW\lfw-deepfunneled\Scott_McNealy\Scott_McNealy_0001.jpg,data\LFW\lfw-deepfunneled\Scott_McNealy\Scott_McNealy_0002.jpg,1
data\LFW\lfw-deepfunneled\Sean_Astin\Sean_Astin_0001.jpg,data\LFW\lfw-deepfunneled\Sean_Astin\Sean_Astin_0002.jpg,1
data\LFW\lfw-deepfunneled\Sean_OKeefe\Sean_OKeefe_0004.jpg,data\LFW\lfw-deepfunneled\Sean_OKeefe\Sean_OKeefe_0005.jpg,1
data\LFW\lfw-deepfunneled\Sean_Patrick_OMalley\Sean_Patrick_OMalley_0001.jpg,data\LFW\lfw-deepfunneled\Sean_Patrick_OMalley\Sean_Patrick_OMalley_0002.jpg,1
data\LFW\lfw-deepfunneled\Sean_Patrick_OMalley\Sean_Patrick_OMalley_0001.jpg,data\LFW\lfw-deepfunneled\Sean_Patrick_OMalley\Sean_Patrick_OMalley_0003.jpg,1
data\LFW\lfw-deepfunneled\Sean_Patrick_OMalley\Sean_Patrick_OMalley_0002.jpg,data\LFW\lfw-deepfunneled\Sean_Patrick_OMalley\Sean_Patrick_OMalley_0003.jpg,1
data\LFW\lfw-deepfunneled\Sean_Penn\Sean_Penn_0002.jpg,data\LFW\lfw-deepfunneled\Sean_Penn\Sean_Penn_0003.jpg,1
data\LFW\lfw-deepfunneled\Sergey_Lavrov\Sergey_Lavrov_0001.jpg,data\LFW\lfw-deepfunneled\Sergey_Lavrov\Sergey_Lavrov_0010.jpg,1
data\LFW\lfw-deepfunneled\Shane_Mosley\Shane_Mosley_0001.jpg,data\LFW\lfw-deepfunneled\Shane_Mosley\Shane_Mosley_0002.jpg,1
data\LFW\lfw-deepfunneled\Shannon_OBrien\Shannon_OBrien_0001.jpg,data\LFW\lfw-deepfunneled\Shannon_OBrien\Shannon_OBrien_0002.jpg,1
data\LFW\lfw-deepfunneled\Sheila_Wellstone\Sheila_Wellstone_0001.jpg,data\LFW\lfw-deepfunneled\Sheila_Wellstone\Sheila_Wellstone_0002.jpg,1
data\LFW\lfw-deepfunneled\Silvio_Berlusconi\Silvio_Berlusconi_0014.jpg,data\LFW\lfw-deepfunneled\Silvio_Berlusconi\Silvio_Berlusconi_0023.jpg,1
data\LFW\lfw-deepfunneled\Spencer_Abraham\Spencer_Abraham_0012.jpg,data\LFW\lfw-deepfunneled\Spencer_Abraham\Spencer_Abraham_0013.jpg,1
data\LFW\lfw-deepfunneled\Stan_Heath\Stan_Heath_0001.jpg,data\LFW\lfw-deepfunneled\Stan_Heath\Stan_Heath_0002.jpg,1
data\LFW\lfw-deepfunneled\Stefano_Accorsi\Stefano_Accorsi_0001.jpg,data\LFW\lfw-deepfunneled\Stefano_Accorsi\Stefano_Accorsi_0002.jpg,1
data\LFW\lfw-deepfunneled\Steve_Lavin\Steve_Lavin_0001.jpg,data\LFW\lfw-deepfunneled\Steve_Lavin\Steve_Lavin_0004.jpg,1
data\LFW\lfw-deepfunneled\Steven_Hatfill\Steven_Hatfill_0001.jpg,data\LFW\lfw-deepfunneled\Steven_Hatfill\Steven_Hatfill_0002.jpg,1
data\LFW\lfw-deepfunneled\Surakait_Sathirathai\Surakait_Sathirathai_0001.jpg,data\LFW\lfw-deepfunneled\Surakait_Sathirathai\Surakait_Sathirathai_0002.jpg,1
data\LFW\lfw-deepfunneled\Susan_Collins\Susan_Collins_0001.jpg,data\LFW\lfw-deepfunneled\Susan_Collins\Susan_Collins_0002.jpg,1
data\LFW\lfw-deepfunneled\Susie_Castillo\Susie_Castillo_0001.jpg,data\LFW\lfw-deepfunneled\Susie_Castillo\Susie_Castillo_0002.jpg,1
data\LFW\lfw-deepfunneled\Svetlana_Koroleva\Svetlana_Koroleva_0001.jpg,data\LFW\lfw-deepfunneled\Svetlana_Koroleva\Svetlana_Koroleva_0002.jpg,1
data\LFW\lfw-deepfunneled\Tammy_Lynn_Michaels\Tammy_Lynn_Michaels_0001.jpg,data\LFW\lfw-deepfunneled\Tammy_Lynn_Michaels\Tammy_Lynn_Michaels_0002.jpg,1
data\LFW\lfw-deepfunneled\Tang_Jiaxuan\Tang_Jiaxuan_0001.jpg,data\LFW\lfw-deepfunneled\Tang_Jiaxuan\Tang_Jiaxuan_0006.jpg,1
data\LFW\lfw-deepfunneled\Tang_Jiaxuan\Tang_Jiaxuan_0001.jpg,data\LFW\lfw-deepfunneled\Tang_Jiaxuan\Tang_Jiaxuan_0009.jpg,1
data\LFW\lfw-deepfunneled\Tang_Jiaxuan\Tang_Jiaxuan_0001.jpg,data\LFW\lfw-deepfunneled\Tang_Jiaxuan\Tang_Jiaxuan_0010.jpg,1
data\LFW\lfw-deepfunneled\Tang_Jiaxuan\Tang_Jiaxuan_0001.jpg,data\LFW\lfw-deepfunneled\Tang_Jiaxuan\Tang_Jiaxuan_0011.jpg,1
data\LFW\lfw-deepfunneled\Tassos_Papadopoulos\Tassos_Papadopoulos_0001.jpg,data\LFW\lfw-deepfunneled\Tassos_Papadopoulos\Tassos_Papadopoulos_0002.jpg,1
data\LFW\lfw-deepfunneled\Terry_McAuliffe\Terry_McAuliffe_0001.jpg,data\LFW\lfw-deepfunneled\Terry_McAuliffe\Terry_McAuliffe_0002.jpg,1
data\LFW\lfw-deepfunneled\Terry_McAuliffe\Terry_McAuliffe_0001.jpg,data\LFW\lfw-deepfunneled\Terry_McAuliffe\Terry_McAuliffe_0003.jpg,1
data\LFW\lfw-deepfunneled\Thabo_Mbeki\Thabo_Mbeki_0004.jpg,data\LFW\lfw-deepfunneled\Thabo_Mbeki\Thabo_Mbeki_0005.jpg,1
data\LFW\lfw-deepfunneled\Thaksin_Shinawatra\Thaksin_Shinawatra_0001.jpg,data\LFW\lfw-deepfunneled\Thaksin_Shinawatra\Thaksin_Shinawatra_0006.jpg,1
data\LFW\lfw-deepfunneled\Thaksin_Shinawatra\Thaksin_Shinawatra_0003.jpg,data\LFW\lfw-deepfunneled\Thaksin_Shinawatra\Thaksin_Shinawatra_0006.jpg,1
data\LFW\lfw-deepfunneled\Theodore_Tweed_Roosevelt\Theodore_Tweed_Roosevelt_0002.jpg,data\LFW\lfw-deepfunneled\Theodore_Tweed_Roosevelt\Theodore_Tweed_Roosevelt_0003.jpg,1
data\LFW\lfw-deepfunneled\Thomas_OBrien\Thomas_OBrien_0008.jpg,data\LFW\lfw-deepfunneled\Thomas_OBrien\Thomas_OBrien_0009.jpg,1
data\LFW\lfw-deepfunneled\Tim_Allen\Tim_Allen_0001.jpg,data\LFW\lfw-deepfunneled\Tim_Allen\Tim_Allen_0002.jpg,1
data\LFW\lfw-deepfunneled\Tim_Allen\Tim_Allen_0002.jpg,data\LFW\lfw-deepfunneled\Tim_Allen\Tim_Allen_0004.jpg,1
data\LFW\lfw-deepfunneled\Tim_Curry\Tim_Curry_0001.jpg,data\LFW\lfw-deepfunneled\Tim_Curry\Tim_Curry_0002.jpg,1
data\LFW\lfw-deepfunneled\Tippi_Hedren\Tippi_Hedren_0001.jpg,data\LFW\lfw-deepfunneled\Tippi_Hedren\Tippi_Hedren_0002.jpg,1
data\LFW\lfw-deepfunneled\Todd_Haynes\Todd_Haynes_0001.jpg,data\LFW\lfw-deepfunneled\Todd_Haynes\Todd_Haynes_0003.jpg,1
data\LFW\lfw-deepfunneled\Todd_Haynes\Todd_Haynes_0001.jpg,data\LFW\lfw-deepfunneled\Todd_Haynes\Todd_Haynes_0004.jpg,1
data\LFW\lfw-deepfunneled\Tom_Coverdale\Tom_Coverdale_0001.jpg,data\LFW\lfw-deepfunneled\Tom_Coverdale\Tom_Coverdale_0002.jpg,1
data\LFW\lfw-deepfunneled\Tom_Cruise\Tom_Cruise_0001.jpg,data\LFW\lfw-deepfunneled\Tom_Cruise\Tom_Cruise_0007.jpg,1
data\LFW\lfw-deepfunneled\Tom_Cruise\Tom_Cruise_0002.jpg,data\LFW\lfw-deepfunneled\Tom_Cruise\Tom_Cruise_0004.jpg,1
data\LFW\lfw-deepfunneled\Tom_Cruise\Tom_Cruise_0004.jpg,data\LFW\lfw-deepfunneled\Tom_Cruise\Tom_Cruise_0009.jpg,1
data\LFW\lfw-deepfunneled\Tommy_Haas\Tommy_Haas_0002.jpg,data\LFW\lfw-deepfunneled\Tommy_Haas\Tommy_Haas_0003.jpg,1
data\LFW\lfw-deepfunneled\Tomoko_Hagiwara\Tomoko_Hagiwara_0001.jpg,data\LFW\lfw-deepfunneled\Tomoko_Hagiwara\Tomoko_Hagiwara_0002.jpg,1
data\LFW\lfw-deepfunneled\Tony_Shalhoub\Tony_Shalhoub_0001.jpg,data\LFW\lfw-deepfunneled\Tony_Shalhoub\Tony_Shalhoub_0003.jpg,1
data\LFW\lfw-deepfunneled\Tony_Shalhoub\Tony_Shalhoub_0001.jpg,data\LFW\lfw-deepfunneled\Tony_Shalhoub\Tony_Shalhoub_0004.jpg,1
data\LFW\lfw-deepfunneled\Tracee_Ellis_Ross\Tracee_Ellis_Ross_0001.jpg,data\LFW\lfw-deepfunneled\Tracee_Ellis_Ross\Tracee_Ellis_Ross_0002.jpg,1
data\LFW\lfw-deepfunneled\Tyler_Hamilton\Tyler_Hamilton_0001.jpg,data\LFW\lfw-deepfunneled\Tyler_Hamilton\Tyler_Hamilton_0002.jpg,1
data\LFW\lfw-deepfunneled\Vaclav_Havel\Vaclav_Havel_0001.jpg,data\LFW\lfw-deepfunneled\Vaclav_Havel\Vaclav_Havel_0006.jpg,1
data\LFW\lfw-deepfunneled\Vaclav_Havel\Vaclav_Havel_0001.jpg,data\LFW\lfw-deepfunneled\Vaclav_Havel\Vaclav_Havel_0009.jpg,1
data\LFW\lfw-deepfunneled\Vicente_Fernandez\Vicente_Fernandez_0002.jpg,data\LFW\lfw-deepfunneled\Vicente_Fernandez\Vicente_Fernandez_0005.jpg,1
data\LFW\lfw-deepfunneled\Vicente_Fernandez\Vicente_Fernandez_0004.jpg,data\LFW\lfw-deepfunneled\Vicente_Fernandez\Vicente_Fernandez_0005.jpg,1
data\LFW\lfw-deepfunneled\Victoria_Beckham\Victoria_Beckham_0002.jpg,data\LFW\lfw-deepfunneled\Victoria_Beckham\Victoria_Beckham_0003.jpg,1
data\LFW\lfw-deepfunneled\Vincent_Brooks\Vincent_Brooks_0001.jpg,data\LFW\lfw-deepfunneled\Vincent_Brooks\Vincent_Brooks_0002.jpg,1
data\LFW\lfw-deepfunneled\Vincent_Brooks\Vincent_Brooks_0002.jpg,data\LFW\lfw-deepfunneled\Vincent_Brooks\Vincent_Brooks_0006.jpg,1
data\LFW\lfw-deepfunneled\Warren_Beatty\Warren_Beatty_0001.jpg,data\LFW\lfw-deepfunneled\Warren_Beatty\Warren_Beatty_0002.jpg,1
data\LFW\lfw-deepfunneled\Warren_Buffett\Warren_Buffett_0001.jpg,data\LFW\lfw-deepfunneled\Warren_Buffett\Warren_Buffett_0003.jpg,1
data\LFW\lfw-deepfunneled\Wesley_Clark\Wesley_Clark_0001.jpg,data\LFW\lfw-deepfunneled\Wesley_Clark\Wesley_Clark_0002.jpg,1
data\LFW\lfw-deepfunneled\Will_Smith\Will_Smith_0001.jpg,data\LFW\lfw-deepfunneled\Will_Smith\Will_Smith_0002.jpg,1
data\LFW\lfw-deepfunneled\William_Burns\William_Burns_0001.jpg,data\LFW\lfw-deepfunneled\William_Burns\William_Burns_0002.jpg,1
data\LFW\lfw-deepfunneled\William_Macy\William_Macy_0001.jpg,data\LFW\lfw-deepfunneled\William_Macy\William_Macy_0004.jpg,1
data\LFW\lfw-deepfunneled\William_Macy\William_Macy_0002.jpg,data\LFW\lfw-deepfunneled\William_Macy\William_Macy_0003.jpg,1
data\LFW\lfw-deepfunneled\William_Macy\William_Macy_0003.jpg,data\LFW\lfw-deepfunneled\William_Macy\William_Macy_0005.jpg,1
data\LFW\lfw-deepfunneled\William_Rehnquist\William_Rehnquist_0001.jpg,data\LFW\lfw-deepfunneled\William_Rehnquist\William_Rehnquist_0002.jpg,1
data\LFW\lfw-deepfunneled\Winona_Ryder\Winona_Ryder_0006.jpg,data\LFW\lfw-deepfunneled\Winona_Ryder\Winona_Ryder_0015.jpg,1
data\LFW\lfw-deepfunneled\Winona_Ryder\Winona_Ryder_0019.jpg,data\LFW\lfw-deepfunneled\Winona_Ryder\Winona_Ryder_0021.jpg,1
data\LFW\lfw-deepfunneled\Yevgeny_Kafelnikov\Yevgeny_Kafelnikov_0003.jpg,data\LFW\lfw-deepfunneled\Yevgeny_Kafelnikov\Yevgeny_Kafelnikov_0004.jpg,1
data\LFW\lfw-deepfunneled\Yoriko_Kawaguchi\Yoriko_Kawaguchi_0003.jpg,data\LFW\lfw-deepfunneled\Yoriko_Kawaguchi\Yoriko_Kawaguchi_0010.jpg,1
data\LFW\lfw-deepfunneled\Zoran_Djindjic\Zoran_Djindjic_0003.jpg,data\LFW\lfw-deepfunneled\Zoran_Djindjic\Zoran_Djindjic_0004.jpg,1
data\LFW\lfw-deepfunneled\AJ_Cook\AJ_Cook_0001.jpg,data\LFW\lfw-deepfunneled\Marsha_Thomason\Marsha_Thomason_0001.jpg,0
data\LFW\lfw-deepfunneled\Aaron_Sorkin\Aaron_Sorkin_0002.jpg,data\LFW\lfw-deepfunneled\Frank_Solich\Frank_Solich_0005.jpg,0
data\LFW\lfw-deepfunneled\Abdel_Nasser_Assidi\Abdel_Nasser_Assidi_0002.jpg,data\LFW\lfw-deepfunneled\Hilary_McKay\Hilary_McKay_0001.jpg,0
data\LFW\lfw-deepfunneled\Abdoulaye_Wade\Abdoulaye_Wade_0004.jpg,data\LFW\lfw-deepfunneled\Linda_Dano\Linda_Dano_0001.jpg,0
data\LFW\lfw-deepfunneled\Abdul_Rahman\Abdul_Rahman_0001.jpg,data\LFW\lfw-deepfunneled\Magui_Serna\Magui_Serna_0001.jpg,0
